storage_location,quantity,notes,reorder_quantity,item_type,associated_pricing_item_ids,expiry_date,item_name,location_id,low_stock_threshold,unit,cost_per_unit,supplier,item_condition,sku,status,id,created_date,updated_date,created_by_id,created_by,is_sample
"","3","","","Product","","","NOON Retinol 1%","69593d53c98b3add2b7ee76e","10","units","","NOON","unopened","","active","6962d7964ede174b5345324a","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Daily Brightening Defense","69593d53c98b3add2b7ee76e","10","units","","SkinCeuticals","unopened","","active","6962d7964ede174b53453279","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","Physical UV Defense Sunscreen 1.7FL","69593d53c98b3add2b7ee76e","10","units","","SkinCeuticals","unopened","","active","6962d7964ede174b5345327d","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","6","","","Product","","","NOON Brush N Go #1 Oily Types","69593d53c98b3add2b7ee76e","10","units","","NOON","unopened","","active","6962d7964ede174b5345325c","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","NOON Lift and Whitening Complex","69593d53c98b3add2b7ee76e","10","units","","NOON","unopened","","active","6962d7964ede174b5345324c","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","NOON Therapeutic Hydrogel","69593d53c98b3add2b7ee76e","10","units","","NOON","unopened","","active","6962d7964ede174b53453248","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Nutrafol (M) 1-Month","69593d53c98b3add2b7ee76e","10","units","","Nutrafol","unopened","","active","6962d7964ede174b53453235","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","5","","","Product","","","Simple Clean Wash","69593d53c98b3add2b7ee76e","10","units","","SkinCeuticals","unopened","","active","6962d7964ede174b53453262","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","PHYTO Mist","69593d53c98b3add2b7ee76e","10","units","","SkinCeuticals","unopened","","active","6962d7964ede174b53453269","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","NOON Lacto-10","69593d53c98b3add2b7ee76e","10","units","","NOON","unopened","","active","6962d7964ede174b53453254","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Equalizing Toner","69593d53c98b3add2b7ee76e","10","units","","SkinCeuticals","unopened","","active","6962d7964ede174b5345325f","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","NOON Brush N Go #2 All Skin Types","69593d53c98b3add2b7ee76e","10","units","","NOON","unopened","","active","6962d7964ede174b5345325b","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","NOON Anti-Aging Kit","69593d53c98b3add2b7ee76e","10","units","","NOON","unopened","","active","6962d7964ede174b53453241","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","6","","","Product","","","NOON Brush N Go #1 All Skin Types","69593d53c98b3add2b7ee76e","10","units","","NOON","unopened","","active","6962d7964ede174b5345325a","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Phloretin CF","69593d53c98b3add2b7ee76e","10","units","","SkinCeuticals","unopened","","active","6962d7964ede174b53453277","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","2026-10-01","Nutrafol Vegan 3-Month","69593d53c98b3add2b7ee76e","10","units","","Nutrafol","unopened","","active","6962d7964ede174b53453236","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","NOON C Cleanser","69593d53c98b3add2b7ee76e","10","units","","NOON","unopened","","active","6962d7964ede174b5345324d","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Phloretin CF GEL","69593d53c98b3add2b7ee76e","10","units","","SkinCeuticals","unopened","","active","6962d7964ede174b5345326c","2026-01-10T22:49:58.485000","2026-01-10T22:49:58.485000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","6","","","Product","","","Elastiderm Eye Serum","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b5345321e","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","Hydrate Facial Moisturizer","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b5345321a","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Dynamic Resurfacing Peel and Reset","69593d53c98b3add2b7ee76e","10","units","","ELEMIS","unopened","","active","6962d7964ede174b5345322c","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","Foaming Gel #1 Mini","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453213","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","5","","","Product","","","Latisse","69593d53c98b3add2b7ee76e","10","units","","Various","unopened","","active","6962d7964ede174b5345320c","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Cartessa NOON Gear Up Kit","69593d53c98b3add2b7ee76e","10","units","","Cartessa NOON","unopened","","active","6962d7964ede174b53453210","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Gentle Cleanser #1 Mini","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453215","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Elastiderm Facial Serum","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b5345321f","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Pro-Collagen Marine Cream","69593d53c98b3add2b7ee76e","10","units","","ELEMIS","unopened","","active","6962d7964ede174b53453228","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Pro-Collagen Vitality Eye Cream","69593d53c98b3add2b7ee76e","10","units","","ELEMIS","unopened","","active","6962d7964ede174b5345322f","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","Foaming Gel #1 Full Size","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453212","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","NP Thyroid Supplement","69593d53c98b3add2b7ee76e","10","units","","Various","unopened","","active","6962d7964ede174b5345320e","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","Nutrafol (M) Shampoo","69593d53c98b3add2b7ee76e","10","units","","Nutrafol","unopened","","active","6962d7964ede174b53453230","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Dynamic Resurfacing Facial Wash","69593d53c98b3add2b7ee76e","10","units","","ELEMIS","unopened","","active","6962d7964ede174b5345322a","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Dynamic Resurfacing Super C Serum","69593d53c98b3add2b7ee76e","10","units","","ELEMIS","unopened","","active","6962d7964ede174b5345322b","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Nutrafol Hair Serum","69593d53c98b3add2b7ee76e","10","units","","Nutrafol","unopened","","active","6962d7964ede174b53453232","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","SPF 50 Tint","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453222","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","5","","","Product","","","Hydrate Lux","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b5345321b","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Gentle Cleanser #1 Full Size","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453214","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Pro-Collagen Cleansing Balm","69593d53c98b3add2b7ee76e","10","units","","ELEMIS","unopened","","active","6962d7964ede174b5345322d","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","Exfoderm #4","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453218","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Elastiderm Neck and Décolleté","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b5345321d","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","2026-11-01","Nutrafol (M) 3-Month","69593d53c98b3add2b7ee76e","10","units","","Nutrafol","unopened","","active","6962d7964ede174b53453234","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","2026-04-01","Nutrafol (M) 3-Month","69593d53c98b3add2b7ee76e","10","units","","Nutrafol","unopened","","active","6962d7964ede174b53453233","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Toner #2 Mini","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453216","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Dynamic Resurfacing Gel Mask","69593d53c98b3add2b7ee76e","10","units","","ELEMIS","unopened","","active","6962d7964ede174b53453229","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Baby Foot","69593d53c98b3add2b7ee76e","10","units","","Various","unopened","","active","6962d7964ede174b5345320d","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","6","","","Product","","","Elastiderm Lift Up and Sculpt","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453220","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","2027-02-01","Tretinoin 0.05% Gel","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453226","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Hand and Body Lotion","69593d53c98b3add2b7ee76e","10","units","","ELEMIS","unopened","","active","6962d7964ede174b53453227","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","Quintessentials","69593d53c98b3add2b7ee76e","10","units","","Various","unopened","","active","6962d7964ede174b5345320f","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","2027-07-01","Blender #5","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453219","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Nutrafol (W) Conditioner","69593d53c98b3add2b7ee76e","10","units","","Nutrafol","unopened","","active","6962d7964ede174b53453231","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","2026-12-01","Tretinoin 0.025%","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453224","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","2026-01-01","Clear #3","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453217","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","SPF 50 Cool","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453223","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Elastiderm Advance Filler Concentrate","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b5345321c","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","5","","","Product","","2026-09-01","Tretinoin 0.05%","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453225","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Cartessa NOON Accelerate Kit","69593d53c98b3add2b7ee76e","10","units","","Cartessa NOON","unopened","","active","6962d7964ede174b53453211","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Elastiderm Firming Eye Cream","69593d53c98b3add2b7ee76e","10","units","","OBAGI","unopened","","active","6962d7964ede174b53453221","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","Pro-Collagen SPF 50","69593d53c98b3add2b7ee76e","10","units","","ELEMIS","unopened","","active","6962d7964ede174b5345322e","2026-01-10T22:49:58.484000","2026-01-10T22:49:58.484000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"Storage","1","","","Supply","","","Alcohol Prep Pads","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02af","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","2","exp. 08.2026","","Supply","","","Lavender Tubes","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02b7","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","24","","","Supply","","","Adhesive Fabric Bandaids","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02bc","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Big Lab","1","exp. 10.31.26 & 10.01.26","","Supply","","","Green Tubes","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02cc","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","1","","","Supply","","","Cotton Balls","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab029f","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","4","","","Supply","","","Towels/Bibs","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab029d","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","5","","","Supply","","","Obstetrical Antiseptic Towels","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02ae","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","2","","","Supply","","","18Gx1 1/2 Needle","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02b1","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","12","","","Supply","","","Cotton Tipped Applicators","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02a9","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","8","","","Supply","","","3ML Syringes","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab0297","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","2","","","Supply","","","10CC Controlled Syringe","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02a7","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","1","","","Supply","","","Sharps Containers","69593d53c98b3add2b7ee76f","10","boxes","","","unopened","","active","695fbdc8cff4b09286ab029e","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","8","","","Supply","","","2x2 Woven Gauze","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02ba","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","3","exp. 2028","","Supply","","","IV BAGS (1000ml)","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02ca","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","2","","","Supply","","","Syringe 60CC","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02a3","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","2","exp. 2027","","Supply","","","IV BAGS (500ml)","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02c8","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","2","","","Supply","","","IV Flush","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02a6","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","2","","","Supply","","","4x4 Woven Gauze","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02bb","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","1","","","Supply","","","Sharps Container","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02c6","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","4","","","Supply","","","Antiseptic Skin Cleaner","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02b5","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","2","","","Supply","","","Multi-Enzymatic Cleaner","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02c4","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","6","","","Supply","","","Autoclave Pouch 12x15","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02a0","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","1","","","Supply","","","US Jelly","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02ad","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","4","","","Supply","","","Aptima Swabs","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02a5","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","1","","","Supply","","","Autoclave Pouch 7 1/2x13","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02a1","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","4","","","Supply","","","18Gx1 Needle","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02b0","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","4","","","Supply","","","Latex Gloves SZ 7 1/2","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02c0","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","2","","","Supply","","","Latex Gloves SZ 8-9 1/2","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02c1","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","2","","","Supply","","","Exam Gloves S","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02c2","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","2","exp. 2026","","Supply","","","IV BAGS (500ml)","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02c7","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","5","","","Supply","","","10ML Syringes","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab0298","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Storage","1","exp. 2027","","Supply","","","IV BAGS (1000ml)","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02c9","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
"Big Lab","0","","","Supply","","","Lavender Tubes","69593d53c98b3add2b7ee76f","10","units","","","unopened","","active","695fbdc8cff4b09286ab02cf","2026-01-08T14:23:04.230000","2026-01-08T14:23:04.230000","service_dbcc7eb4-4952-407b-9f48-600b456fda98","service+dbcc7eb4-4952-407b-9f48-600b456fda98@no-reply.base44.com","false"
